OPIS Truckstop ID,Truckstop Name,Address,City,State,Rack ID,Retail Price
605825,Loves Travel Stop #5593,6153 US-287 Exit 369,Waukegan,IL,78,2.725
605826,QuikTrip #1593,4572 I-40 Exit 27,Albemarle,NC,160,3.122
605827,Sapp Bros #2334,8643 I-95 Exit 242,Auburn,ND,209,3.189
605828,Kwik Trip #450,514 I-10 Exit 350,Arcadia,FL,130,3.127
605829,Bosselman Travel Center #5348,2659 State Hwy 6 Exit 15,Walsh,CO,172,3.237
605830,Road Ranger #8323,6145 US-287 Exit 376,Inwood,IA,379,3.075
605831,Roadys Truck Stop #4630,1636 I-80 Exit 249,Alamillo,NM,75,3.447
605832,Loves Travel Stop #2190,2843 I-80 Exit 40,Deepstep,GA,156,2.810
605833,Petro Stopping Center #9251,8836 State Hwy 6 Exit 118,Hutchinson,MN,213,3.090
605834,Bosselman Travel Center #5303,6122 US-287 Exit 279,Glens Falls North,NY,176,3.134
605835,Bosselman Travel Center #9871,7427 US-287 Exit 95,Windthorst,TX,211,2.937
605836,QuikTrip #723,1030 US-287 Exit 211,Freedom,OK,72,3.417
605837,Kwik Trip #4846,4749 I-80 Exit 75,Fleischmanns,NY,319,2.933
605838,Kwik Trip #1543,1626 State Hwy 6 Exit 23,Riverside,IA,366,2.887
605839,Bosselman Travel Center #6833,3016 I-95 Exit 352,Denton,KS,127,2.946
605840,Road Ranger #7204,1598 I-80 Exit 196,Tamaqua,PA,48,3.028
605841,Sapp Bros #1775,238 I-40 Exit 105,Kent Acres,DE,254,3.059
605842,Bosselman Travel Center #2530,2132 I-80 Exit 5,Arcola,MS,318,3.254
605843,Roadys Truck Stop #8498,6429 I-40 Exit 26,Irwin,IL,356,3.051
605844,AMBEST #5472,7427 I-40 Exit 186,San Felipe Pueblo,NM,186,3.171
605845,Sapp Bros #6419,2365 I-10 Exit 97,Mount Airy,GA,295,2.945
605846,Petro Stopping Center #6793,1131 I-10 Exit 145,Angleton,TX,173,2.802
605847,QuikTrip #8459,6228 I-95 Exit 358,Clarcona,FL,340,2.940
605848,Loves Travel Stop #9968,9123 I-40 Exit 301,Lealman,FL,161,2.736
605849,Bosselman Travel Center #1101,5969 State Hwy 6 Exit 10,Andover,NY,111,3.175
605850,Roadys Truck Stop #2295,5672 I-10 Exit 50,Dalzell,IL,29,2.941
605851,Flying J #1689,6067 I-80 Exit 13,Olivehurst,CA,261,3.780
605852,Flying J #112,2757 US-287 Exit 211,Norborne,MO,248,3.082
605853,QuikTrip #6963,6980 I-95 Exit 335,Pleasant Hill,OH,285,3.243
605854,Pilot Travel Center #7061,4912 I-40 Exit 29,Oak Grove,MS,261,2.905
605855,Pilot Travel Center #1187,225 State Hwy 6 Exit 336,Makoti,ND,80,3.539
605856,Roadys Truck Stop #8217,2903 I-80 Exit 146,Guilford,MO,395,2.940
605857,Kwik Trip #5649,5855 I-40 Exit 175,Pierre Part,LA,324,2.599
605858,Petro Stopping Center #3426,4739 I-95 Exit 48,Port Ludlow,WA,225,4.073
605859,Loves Travel Stop #919,965 I-80 Exit 335,Sun Prairie,WI,321,3.410
605860,AMBEST #768,5581 I-95 Exit 117,Hollins,AL,335,2.916
605861,Flying J #5147,9809 US-287 Exit 126,Mitchellville,TN,321,2.849
605862,Pilot Travel Center #7138,3509 State Hwy 6 Exit 286,Preemption,IL,173,3.108
605863,Flying J #9338,3115 I-95 Exit 205,Navajo Dam,NM,370,3.517
605864,AMBEST #3908,4225 I-10 Exit 41,Tiltonsville,OH,33,3.463
605865,Sapp Bros #2343,5933 State Hwy 6 Exit 138,Plainfield,IN,52,2.983
605866,Pilot Travel Center #7169,4963 I-80 Exit 362,Grants Pass,OR,117,3.779
605867,Pilot Travel Center #5756,4932 I-40 Exit 385,Lansford,PA,371,2.941
605868,Loves Travel Stop #4620,8476 I-80 Exit 198,Dawson,TX,286,3.149
605869,TA Travel Center #7572,2414 US-287 Exit 209,San Elizario,TX,391,3.640
605870,Bosselman Travel Center #4158,704 I-40 Exit 298,Morrisville,MO,325,3.017
605871,TA Travel Center #2641,4662 I-40 Exit 47,Cutlerville,MI,243,2.948
605872,Road Ranger #3245,7129 State Hwy 6 Exit 124,Palisades,TX,58,3.250
605873,Road Ranger #8021,4867 I-80 Exit 34,Danwood,SC,54,2.978
605874,Road Ranger #9607,2704 State Hwy 6 Exit 382,Perry,OH,308,3.164
605875,Flying J #6978,217 I-95 Exit 301,Seville,OH,254,3.197
605876,Bosselman Travel Center #6176,6063 I-40 Exit 120,Bonsall,CA,48,3.669
605877,Pilot Travel Center #4041,9414 I-95 Exit 220,Kevil,KY,395,2.663
605878,Roadys Truck Stop #3286,5554 I-95 Exit 152,Bastrop,LA,52,2.905
605879,TA Travel Center #3790,256 I-10 Exit 242,Bostic,NC,183,2.899
605880,Sapp Bros #4183,7726 I-10 Exit 251,Trail,OR,19,4.023
605881,Bosselman Travel Center #6578,4254 I-80 Exit 70,Cheyenne,OK,188,2.995
605882,Sapp Bros #1212,7221 I-40 Exit 102,New Hope,NC,57,3.138
605883,TA Travel Center #1142,1430 US-287 Exit 136,Mars,PA,68,3.071
605884,Loves Travel Stop #5206,5530 US-287 Exit 30,Brices Creek,NC,126,2.819
605885,TA Travel Center #7912,4553 I-40 Exit 176,Shamrock Colony,SD,131,3.111
605886,Sapp Bros #6158,9408 I-80 Exit 70,Sargent,TX,256,3.030
605887,Loves Travel Stop #3102,254 State Hwy 6 Exit 155,Elephant Butte,NM,141,3.429
605888,AMBEST #8587,6405 I-80 Exit 312,Midway City,CA,343,3.707
605889,Road Ranger #8077,8427 I-80 Exit 68,Marietta,MS,327,2.886
605890,Flying J #8632,1990 I-80 Exit 392,Oakley,KS,293,3.233
605891,Road Ranger #2144,7211 State Hwy 6 Exit 30,Woodbine,IA,138,2.998
605892,Pilot Travel Center #9595,9230 I-95 Exit 116,Lake Riverside,CA,377,3.291
605893,Roadys Truck Stop #8980,7457 I-40 Exit 34,Burlington,WI,241,3.363
605894,Road Ranger #1522,8835 US-287 Exit 331,Blountstown,FL,239,3.314
605895,Petro Stopping Center #4343,783 I-40 Exit 31,Lone Wolf,OK,163,3.140
605896,AMBEST #1576,2750 I-80 Exit 84,Otis,KS,365,3.655
605897,Roadys Truck Stop #5001,9653 I-80 Exit 114,Alden,IL,80,2.971
605898,Petro Stopping Center #5981,660 I-80 Exit 258,Paxico,KS,296,3.154
605899,Flying J #5090,7986 State Hwy 6 Exit 335,New Bavaria,OH,144,3.310
605900,TA Travel Center #3173,2578 US-287 Exit 103,Norwood,KY,373,3.004
605901,QuikTrip #7888,4949 I-80 Exit 81,Gannett,ID,328,3.501
605902,Roadys Truck Stop #4816,9084 US-287 Exit 124,Calvert Beach,MD,390,3.162
605903,Sapp Bros #2096,4796 US-287 Exit 147,Savoy,IL,372,3.038
605904,Pilot Travel Center #5389,5716 I-80 Exit 258,Whittier,NC,186,2.954
605905,Sapp Bros #5831,8971 I-95 Exit 174,Mauston,WI,293,2.884
605906,AMBEST #8773,9376 I-40 Exit 113,Arona,PA,138,2.935
605907,QuikTrip #7623,4229 US-287 Exit 382,Los Gatos,CA,316,3.552
605908,Kwik Trip #5578,3566 I-10 Exit 312,Greenville,CA,389,3.677
605909,Loves Travel Stop #2126,1251 I-80 Exit 28,Peoria,OR,273,3.964
605910,Loves Travel Stop #3153,1815 State Hwy 6 Exit 52,Grand Cane,LA,390,2.915
605911,AMBEST #7512,6974 I-80 Exit 183,Dawson,MD,47,3.088
605912,Flying J #1736,593 I-80 Exit 327,Patmos,AR,340,2.793
605913,Bosselman Travel Center #8575,4171 I-80 Exit 49,Clinton,UT,74,3.211
605914,TA Travel Center #8301,1664 I-40 Exit 29,East Patchogue,NY,228,3.240
605915,Petro Stopping Center #9053,9088 I-10 Exit 335,North Bay Village,FL,276,2.577
605916,Sapp Bros #4290,8666 US-287 Exit 19,Kelso,WA,141,3.979
605917,Flying J #9211,969 I-40 Exit 278,Moselle,MS,195,2.867
605918,AMBEST #1365,5253 I-80 Exit 319,Doerun,GA,128,3.076
605919,Roadys Truck Stop #2650,2492 I-80 Exit 395,Wellton Hills,AZ,124,3.975
605920,Roadys Truck Stop #4622,7135 I-95 Exit 179,Baltic,OH,137,2.901
605921,Bosselman Travel Center #5193,7160 US-287 Exit 357,Martinsville,IN,289,3.152
605922,Sapp Bros #5024,8668 I-95 Exit 269,Williston,ND,186,3.354
605923,Pilot Travel Center #7759,3579 I-80 Exit 189,Summers,AR,238,2.900
605924,AMBEST #1032,7979 State Hwy 6 Exit 85,Osceola Mills,PA,213,2.985
605925,Bosselman Travel Center #2207,6071 I-80 Exit 108,Crab Orchard,TN,67,3.266
605926,Roadys Truck Stop #6946,2497 State Hwy 6 Exit 69,Larrabee,IA,175,3.182
605927,Pilot Travel Center #8077,284 I-40 Exit 70,Lincoln,MI,396,3.451
605928,Petro Stopping Center #849,7892 US-287 Exit 266,Greene,NY,263,3.181
605929,TA Travel Center #2235,2487 State Hwy 6 Exit 66,Cecil Bishop,PA,348,3.026
605930,Bosselman Travel Center #3767,1137 State Hwy 6 Exit 264,Winnie,TX,172,3.116
605931,Kwik Trip #7812,8375 I-10 Exit 248,Copemish,MI,106,3.037
605932,Flying J #8948,6587 State Hwy 6 Exit 356,Weston,MO,207,3.675
605933,QuikTrip #7564,299 I-10 Exit 97,Palestine,OH,247,3.321
605934,QuikTrip #9367,6733 State Hwy 6 Exit 73,Edesville,MD,285,2.871
605935,Pilot Travel Center #3424,6797 State Hwy 6 Exit 63,Westport,MN,364,3.500
605936,Bosselman Travel Center #4210,6721 I-10 Exit 190,Irvington,IA,17,2.963
605937,Loves Travel Stop #3152,3264 US-287 Exit 248,Round Hill,VA,270,3.135
605938,AMBEST #4553,7652 I-40 Exit 278,Stony Brook University,NY,113,3.173
605939,Petro Stopping Center #898,7222 I-80 Exit 193,Antioch,IN,73,2.901
605940,Roadys Truck Stop #5218,5161 I-40 Exit 139,Rochester,IA,276,2.917
605941,QuikTrip #8128,7311 I-10 Exit 151,Sperry,IA,174,2.891
605942,Loves Travel Stop #8312,8885 I-80 Exit 195,North Las Vegas,NV,264,3.518
605943,Road Ranger #186,8975 I-95 Exit 270,Aspen,CO,269,3.650
605944,Bosselman Travel Center #3262,2822 I-40 Exit 225,Marietta,MN,307,3.026
605945,Roadys Truck Stop #4771,4890 I-10 Exit 270,Meredith,NH,392,3.247
605946,Sapp Bros #5915,2223 US-287 Exit 364,Hartland,MI,118,2.964
605947,Bosselman Travel Center #1186,3089 US-287 Exit 165,Plainfield,VT,71,3.158
605948,Pilot Travel Center #3253,932 I-95 Exit 295,Lasara,TX,353,3.006
605949,QuikTrip #3383,7892 State Hwy 6 Exit 26,Jamestown,TN,340,3.244
605950,QuikTrip #1019,3359 I-80 Exit 69,Pearl River,MS,59,3.396
605951,AMBEST #5649,8306 I-80 Exit 323,Eldridge,AL,207,3.048
605952,Bosselman Travel Center #2157,8470 US-287 Exit 269,Campbell,TX,377,3.147
605953,Roadys Truck Stop #7725,4546 I-80 Exit 323,Dodge,NE,197,3.350
605954,Bosselman Travel Center #8798,8630 I-80 Exit 124,Woodsville,NH,201,3.150
605955,TA Travel Center #9087,1970 State Hwy 6 Exit 375,Hodgenville,KY,163,3.455
605956,Pilot Travel Center #9773,4909 I-10 Exit 238,Wilmore,KY,34,3.075
605957,Kwik Trip #8473,8571 I-40 Exit 346,Tuscaloosa,AL,343,2.829
605958,Road Ranger #5758,1279 I-80 Exit 44,Forest Lake,MN,300,3.284
605959,Loves Travel Stop #4613,2776 I-95 Exit 209,Timberon,NM,230,3.605
605960,QuikTrip #4243,6507 I-95 Exit 373,Eutawville,SC,200,3.009
605961,Road Ranger #3447,8924 State Hwy 6 Exit 152,Mexico,IN,200,3.120
605962,Road Ranger #7566,9086 I-10 Exit 388,Griggsville,IL,51,3.026
605963,TA Travel Center #7496,7585 I-95 Exit 132,Fruitdale,SD,318,3.501
605964,Sapp Bros #8494,9154 I-95 Exit 67,Knowlton,WI,113,3.251
605965,Bosselman Travel Center #1166,6806 I-10 Exit 75,Arcade,NY,248,3.338
605966,Petro Stopping Center #2049,8648 US-287 Exit 214,Orange,OH,66,3.145
605967,Flying J #3981,3480 I-95 Exit 346,Clintonville,WI,122,3.280
605968,Bosselman Travel Center #868,670 I-80 Exit 232,Millersburg,IN,72,3.223
605969,AMBEST #5126,8149 I-40 Exit 379,Groveland,IN,339,2.965
605970,Road Ranger #5961,1514 I-80 Exit 27,Balmorhea,TX,251,3.172
605971,Petro Stopping Center #5460,6115 I-80 Exit 307,Highlands Ranch,CO,18,3.283
605972,Bosselman Travel Center #2869,430 US-287 Exit 245,Concord,CA,332,3.740
605973,Pilot Travel Center #9168,3318 I-95 Exit 350,Byrdstown,TN,68,3.091
605974,Flying J #135,3471 I-40 Exit 255,Hillsville,PA,259,3.003
605975,Flying J #8242,1185 I-10 Exit 210,Garden Farms,CA,134,3.899
605976,Road Ranger #6698,1754 I-80 Exit 323,Sterrett,AL,181,3.200
605977,AMBEST #8102,8872 I-10 Exit 339,Natoma,KS,63,3.243
605978,Flying J #2023,7009 I-40 Exit 102,Saint Leo,FL,27,2.879
605979,Kwik Trip #9940,3130 I-10 Exit 387,Fairview,UT,346,3.455
605980,AMBEST #1407,1531 US-287 Exit 12,Etowah,NC,88,3.124
605981,Road Ranger #1644,5829 I-80 Exit 26,Plainview Colony,SD,261,3.356
605982,Pilot Travel Center #2730,7620 State Hwy 6 Exit 37,Village Green Green Ridge,PA,239,2.789
605983,QuikTrip #9043,1760 I-80 Exit 354,Herkimer,NY,263,3.002
605984,Flying J #4616,6212 US-287 Exit 71,Neihart,MT,339,3.527
605985,TA Travel Center #3467,1497 I-10 Exit 245,Cicero,IN,349,2.999
605986,Roadys Truck Stop #3011,1931 I-10 Exit 141,Butlerville,OH,82,3.073
605987,QuikTrip #6901,6048 I-10 Exit 222,New Haven,IA,174,3.080
605988,Roadys Truck Stop #2571,1206 I-10 Exit 131,Bivalve,MD,62,3.077
605989,Roadys Truck Stop #3681,5229 I-40 Exit 348,Rockport,IN,72,3.160
605990,Pilot Travel Center #6280,2070 I-40 Exit 135,Richland,TX,36,3.083
605991,Pilot Travel Center #6485,4738 US-287 Exit 173,Clyde,NY,258,3.126
605992,Bosselman Travel Center #4273,1153 I-10 Exit 66,Watertown,FL,139,3.017
605993,Petro Stopping Center #5987,2138 State Hwy 6 Exit 50,Botsford,CT,306,3.032
605994,Flying J #7714,140 I-95 Exit 78,Hartland,WI,112,3.274
605995,Road Ranger #8481,7816 I-95 Exit 266,Berlin,AL,121,3.058
605996,Flying J #2877,4095 I-10 Exit 195,Jansen,CO,226,3.220
605997,QuikTrip #501,9890 I-95 Exit 291,Trinity,TX,190,3.041
605998,TA Travel Center #5901,1187 State Hwy 6 Exit 31,Johnson,NE,63,3.249
605999,Flying J #5290,8301 I-95 Exit 47,Alamo Beach,TX,348,3.101
606000,Sapp Bros #2307,4426 I-95 Exit 296,Braddock,ND,317,3.427
606001,Flying J #123,8375 State Hwy 6 Exit 64,Jobstown,NJ,105,3.159
606002,Loves Travel Stop #9205,8665 I-40 Exit 159,Madison,VA,395,3.070
606003,Loves Travel Stop #1797,3071 I-40 Exit 339,Neapolis,OH,67,3.054
606004,AMBEST #174,7065 I-10 Exit 61,Websters Crossing,NY,25,3.143
606005,Road Ranger #2341,9463 State Hwy 6 Exit 242,The Lakes,MN,137,3.454
606006,Bosselman Travel Center #7794,7291 I-95 Exit 13,Speculator,NY,100,2.992
606007,Petro Stopping Center #9461,3284 I-40 Exit 224,Bothell East,WA,120,3.846
606008,Road Ranger #5079,9009 I-80 Exit 188,Carolina,WV,186,2.616
606009,QuikTrip #5211,9540 I-40 Exit 278,Cambridge,OH,175,2.616
606010,QuikTrip #1466,8145 State Hwy 6 Exit 55,New Springfield,OH,164,3.273
606011,Sapp Bros #6816,4880 I-95 Exit 295,Vona,CO,354,3.204
606012,TA Travel Center #4389,6524 I-95 Exit 198,Bedford Park,IL,120,3.185
606013,Loves Travel Stop #8851,1749 US-287 Exit 273,Cecil,GA,305,2.982
606014,Bosselman Travel Center #3324,2713 State Hwy 6 Exit 104,Lodge,SC,129,3.004
606015,Flying J #952,9915 I-80 Exit 221,Spearman,TX,81,3.355
606016,TA Travel Center #4222,427 I-40 Exit 178,Portage,UT,75,3.605
606017,Loves Travel Stop #7480,3497 I-95 Exit 57,Evendale,OH,26,3.261
606018,Bosselman Travel Center #7385,4006 I-10 Exit 106,Delanson,NY,356,3.192
606019,AMBEST #3094,4764 State Hwy 6 Exit 51,Rio,IL,176,3.008
606020,Bosselman Travel Center #6629,7891 I-80 Exit 315,Bath,MI,31,2.977
606021,Flying J #1789,6452 I-95 Exit 229,Thayer,MO,399,3.137
606022,Kwik Trip #8456,6157 I-10 Exit 274,Moose Wilson Road,WY,129,3.748
606023,Pilot Travel Center #7588,4061 US-287 Exit 118,River Bluff,KY,43,2.727
606024,AMBEST #9094,5910 I-10 Exit 230,Saint Anthony,ID,359,3.430
606025,Flying J #4624,6563 I-95 Exit 388,Panama,NE,265,3.260
606026,QuikTrip #5665,9110 I-95 Exit 243,Wathena,KS,32,2.952
606027,Loves Travel Stop #5502,4799 I-80 Exit 341,Sharon,TN,69,3.268
606028,Pilot Travel Center #6125,6231 State Hwy 6 Exit 234,White Oak,NC,334,2.947
606029,TA Travel Center #669,868 I-10 Exit 165,East Dorset,VT,356,3.141
606030,Kwik Trip #9862,955 I-95 Exit 296,Lafferty,OH,222,3.375
606031,Petro Stopping Center #3715,5235 I-10 Exit 386,Marina Del Rey,CA,126,3.742
606032,Loves Travel Stop #8937,7783 State Hwy 6 Exit 212,Bennett,CO,232,3.256
606033,Road Ranger #1396,2782 I-95 Exit 138,San Clemente,CA,334,3.928
606034,Loves Travel Stop #6165,3716 I-10 Exit 2,Abbeville,LA,316,2.945
606035,Loves Travel Stop #2552,8188 I-10 Exit 29,Hershey,PA,228,3.141
606036,TA Travel Center #946,6808 I-10 Exit 394,South Henderson,NC,78,3.200
606037,QuikTrip #2148,4335 US-287 Exit 233,Wyldwood,TX,7,3.154
606038,Roadys Truck Stop #7809,4359 US-287 Exit 7,Letts,IA,233,2.894
606039,Loves Travel Stop #7173,2478 I-80 Exit 303,Mulberry,KS,80,3.181
606040,Roadys Truck Stop #5789,6072 US-287 Exit 355,Lena,MS,324,2.907
606041,QuikTrip #5651,7374 State Hwy 6 Exit 341,Bad Axe,MI,264,3.191
606042,Pilot Travel Center #694,5960 State Hwy 6 Exit 165,Clearwater,MN,352,3.205
606043,Sapp Bros #5767,4094 I-40 Exit 384,August,CA,341,3.801
606044,Road Ranger #4657,3363 I-10 Exit 305,Ohio City,OH,105,3.283
606045,Kwik Trip #7614,2686 I-10 Exit 231,South Oroville,CA,5,3.463
606046,Bosselman Travel Center #3616,3822 US-287 Exit 318,Cumberland,VA,335,3.112
606047,TA Travel Center #4786,2839 I-80 Exit 286,Pawnee,TX,154,3.050
606048,TA Travel Center #4145,2564 I-95 Exit 302,Rice,MN,7,3.504
606049,Loves Travel Stop #7824,1124 I-40 Exit 204,Ashland,KS,104,2.785
606050,Road Ranger #2101,9037 State Hwy 6 Exit 268,Richland Springs,TX,301,3.138
606051,Flying J #9005,3556 I-95 Exit 351,Thorp,WI,361,3.281
606052,Petro Stopping Center #3228,4639 I-10 Exit 171,Montvale,VA,396,2.825
606053,QuikTrip #1374,2289 I-95 Exit 146,Kings Valley,OR,29,4.036
606054,Petro Stopping Center #1117,6131 I-95 Exit 272,Hilltop,GA,238,2.744
606055,Pilot Travel Center #4223,1617 I-95 Exit 102,Otter Lake,MI,59,2.931
606056,TA Travel Center #3919,3247 US-287 Exit 53,Kinross,IA,291,3.040
606057,Sapp Bros #949,6887 I-80 Exit 97,Penalosa,KS,127,3.138
606058,Sapp Bros #9381,4103 I-95 Exit 375,Mirando City,TX,316,3.104
606059,Kwik Trip #3942,4082 I-80 Exit 108,Ghent,WV,229,2.972
606060,AMBEST #3864,5448 I-10 Exit 269,Sultan,WA,31,3.741
606061,Sapp Bros #9102,2747 I-95 Exit 323,Upton,KY,300,3.266
606062,Sapp Bros #9414,8353 I-40 Exit 145,Wawaka,IN,265,3.002
606063,Kwik Trip #297,5399 I-95 Exit 172,Underwood,MN,35,3.065
606064,Petro Stopping Center #6708,5031 I-80 Exit 94,Knoxville,GA,237,3.149
606065,Flying J #957,709 State Hwy 6 Exit 123,Coffee Springs,AL,201,2.979
606066,Kwik Trip #7945,1081 US-287 Exit 72,Antigo,WI,272,3.177
606067,AMBEST #834,4541 I-10 Exit 277,Chillicothe,IA,313,3.164
606068,Petro Stopping Center #4525,7356 State Hwy 6 Exit 110,Acacia Villas,FL,101,3.006
606069,AMBEST #7560,8105 I-95 Exit 294,Mathis,TX,123,2.650
606070,QuikTrip #767,1959 I-80 Exit 5,Industry,IL,102,3.058
606071,QuikTrip #7142,279 US-287 Exit 304,Fall River,MA,56,3.031
606072,QuikTrip #9845,9357 State Hwy 6 Exit 11,Ehrenfeld,PA,170,3.044
606073,QuikTrip #9595,7436 I-80 Exit 52,Table Grove,IL,11,2.808
606074,QuikTrip #1240,3836 State Hwy 6 Exit 86,Milan,TN,94,3.032
606075,Sapp Bros #6120,8065 I-95 Exit 145,Vandalia,MI,37,3.122
606076,TA Travel Center #2203,2292 I-40 Exit 60,Castalia,OH,113,3.094
606077,Road Ranger #8404,8425 State Hwy 6 Exit 316,Elderton,PA,329,3.141
606078,Roadys Truck Stop #7200,595 State Hwy 6 Exit 8,Ashville,PA,316,3.052
606079,Petro Stopping Center #1407,9630 US-287 Exit 254,Plantation,FL,82,2.950
606080,Roadys Truck Stop #9232,5680 I-10 Exit 260,Fairview,OK,339,3.068
606081,AMBEST #4292,5839 I-10 Exit 107,Stillman Valley,IL,372,2.761
606082,AMBEST #1312,735 US-287 Exit 103,Raton,NM,374,3.597
606083,Petro Stopping Center #253,6058 I-80 Exit 151,Whitestown,IN,255,3.200
606084,AMBEST #3575,781 I-10 Exit 277,Daphne,AL,34,2.801
606085,Pilot Travel Center #7818,9653 I-80 Exit 139,Hookerton,NC,182,2.980
606086,Flying J #9762,532 State Hwy 6 Exit 342,Palm Valley,TX,87,3.057
606087,Roadys Truck Stop #7550,5023 I-10 Exit 166,La Sal,UT,128,3.441
606088,TA Travel Center #5292,9501 I-95 Exit 290,Pala,CA,41,3.406
606089,QuikTrip #9114,580 I-10 Exit 366,West Middletown,PA,94,2.935
606090,TA Travel Center #7514,3945 State Hwy 6 Exit 360,Rock Port,MO,83,3.117
606091,Road Ranger #2383,6876 I-80 Exit 391,Rockton,IL,271,3.183
606092,QuikTrip #1905,6331 I-95 Exit 33,Hodgen,OK,99,3.003
606093,Kwik Trip #3204,5657 I-95 Exit 54,Huron,KS,253,3.045
606094,Sapp Bros #2612,4983 I-10 Exit 165,Herscher,IL,7,3.089
606095,Flying J #5245,7532 I-10 Exit 275,Parker City,IN,109,3.011
606096,Loves Travel Stop #3378,5639 State Hwy 6 Exit 317,Perrinton,MI,203,3.191
606097,Loves Travel Stop #5178,4389 US-287 Exit 12,Beaver Dam,WI,31,3.008
606098,QuikTrip #9088,5062 I-80 Exit 43,Del Rey Oaks,CA,175,4.004
606099,TA Travel Center #2765,8050 I-10 Exit 319,Elmwood,WI,44,3.325
606100,Petro Stopping Center #7224,5850 US-287 Exit 21,Glenrock,WY,208,3.580
606101,Sapp Bros #3977,258 I-80 Exit 335,Cleveland Heights,OH,4,3.303
606102,Roadys Truck Stop #5785,2765 I-80 Exit 81,Mole Lake,WI,26,3.169
606103,Petro Stopping Center #2327,463 I-10 Exit 148,Boxford,MA,82,3.189
606104,Pilot Travel Center #4386,2664 I-95 Exit 152,Mullin,TX,257,3.210
606105,Sapp Bros #895,1333 I-80 Exit 207,Mount Calvary,WI,248,3.218
606106,Kwik Trip #3983,2406 I-10 Exit 28,Burns City,IN,12,3.185
606107,Kwik Trip #5297,9112 I-10 Exit 227,Lake Mary Ronan,MT,166,3.923
606108,Flying J #2721,6378 I-95 Exit 153,Garibaldi,OR,142,4.231
606109,AMBEST #6244,5120 I-80 Exit 51,Upper Santan Village,AZ,11,3.545
606110,TA Travel Center #541,9341 State Hwy 6 Exit 224,Dibble,OK,335,3.165
606111,Sapp Bros #8613,3607 I-10 Exit 184,Williams,AZ,253,3.719
606112,QuikTrip #8636,7037 I-80 Exit 7,Warren,MN,267,3.386
606113,Road Ranger #9844,2917 State Hwy 6 Exit 297,Willow Valley,AZ,296,3.474
606114,Kwik Trip #3591,2955 I-95 Exit 130,Rutherford,TN,267,3.045
606115,Pilot Travel Center #8167,4444 I-80 Exit 206,Kingston Springs,TN,258,2.980
606116,Sapp Bros #1099,1661 State Hwy 6 Exit 245,Sterling,IL,179,3.038
606117,Petro Stopping Center #7496,5798 I-40 Exit 113,Mountain,WI,331,3.289
606118,AMBEST #8539,2107 US-287 Exit 235,San Jose,NM,98,3.436
606119,Roadys Truck Stop #7118,5196 I-10 Exit 8,Linoma Beach,NE,343,3.405
606120,Kwik Trip #209,1996 I-80 Exit 14,West Livingston,TX,10,2.970
606121,Flying J #9376,439 I-95 Exit 334,Mad River,CA,63,3.836
606122,Pilot Travel Center #5132,7359 State Hwy 6 Exit 174,Airport,CA,319,3.612
606123,Sapp Bros #4962,4832 I-40 Exit 287,Osborn,MO,277,2.933
606124,Pilot Travel Center #3330,8137 I-80 Exit 35,Winchester,NV,294,3.559
606125,Flying J #543,5130 I-40 Exit 285,Fordham Colony,SD,9,3.068
606126,TA Travel Center #9703,6780 I-40 Exit 366,Mechanicsville,MD,365,3.046
606127,Petro Stopping Center #6979,2668 I-40 Exit 282,Manitou Springs,CO,256,3.374
606128,Flying J #2374,2851 I-40 Exit 188,Aitkin,MN,392,3.359
606129,Roadys Truck Stop #3878,4958 I-80 Exit 310,Malcom,IA,365,2.767
606130,TA Travel Center #5842,2203 I-80 Exit 260,Saint Rose,LA,49,3.008
606131,Sapp Bros #4714,7854 US-287 Exit 108,High Springs,FL,361,3.094
606132,Bosselman Travel Center #5937,5431 State Hwy 6 Exit 182,Lancaster,CA,161,3.899
606133,Flying J #8770,3854 US-287 Exit 16,Carthage,IN,224,3.299
606134,Petro Stopping Center #1278,3193 I-95 Exit 16,Howard,OH,242,2.944
606135,AMBEST #4591,4217 I-80 Exit 66,Livingston,SC,293,2.925
606136,Pilot Travel Center #3143,2340 I-80 Exit 64,Rimersburg,PA,396,3.099
606137,TA Travel Center #3949,7519 I-10 Exit 5,Plumas Eureka,CA,337,3.836
606138,AMBEST #2360,8706 I-95 Exit 274,Sand Hill,PA,312,3.323
606139,Road Ranger #7864,1069 I-10 Exit 93,Castalia,IA,346,3.108
606140,AMBEST #5869,2376 I-40 Exit 217,Anniston,AL,390,2.975
606141,Loves Travel Stop #599,8689 US-287 Exit 56,Baldwin,WI,13,3.191
606142,Bosselman Travel Center #8221,7864 I-10 Exit 330,Tazewell,GA,237,2.847
606143,Sapp Bros #3182,2385 I-80 Exit 282,Naylor,GA,202,3.076
606144,QuikTrip #3467,6704 I-10 Exit 152,Edwardsville,KS,75,3.298
606145,Loves Travel Stop #7345,9052 US-287 Exit 365,Jeffersonville,OH,339,2.746
606146,Kwik Trip #416,4473 I-10 Exit 357,Inverness,CO,115,3.416
606147,Roadys Truck Stop #9963,1570 State Hwy 6 Exit 380,Fountain,NC,151,3.142
606148,Flying J #9182,968 I-10 Exit 275,Spearsville,LA,224,2.979
606149,Bosselman Travel Center #1555,9624 I-40 Exit 268,Fergus Falls,MN,28,2.984
606150,QuikTrip #5005,5328 US-287 Exit 360,Galt,CA,68,3.714
606151,Road Ranger #7464,5343 I-10 Exit 102,Muskegon,MI,254,3.340
